MotherLot,ChildLotId,ProductName,WorkOrder,PanelId,MagazineId
A20041100089,A20041100089.005,122-000000-K68H,SP104-200400004,SA180221C000R3,HT04
A20041100089,A20041100089.006,122-000000-K68H,SP104-200400004,SA180221C000R3,HT04
A20041100089,A20041100089.007,122-000000-K68H,SP104-200400004,SA180221C000R3,HT04
A20041100089,A20041100089.008,122-000000-K68H,SP104-200400004,SA180221C000R3,HT04
A20041100089,A20041100089.009,122-000000-K68H,SP104-200400004,SA180221C000R3,HT04
A20041100089,A20041100089.010,122-000000-K68H,SP104-200400004,SA180221C000R3,HT04
A20041100089,A20041100089.011,122-000000-K68H,SP104-200400004,SA180221C000R3,HT04
A20041100089,A20041100089.012,122-000000-K68H,SP104-200400004,SA180221C000R3,HT04
A20041100089,A20041100089.013,122-000000-K68H,SP104-200400004,SA180221C000R3,HT04
A20041100089,A20041100089.014,122-000000-K68H,SP104-200400004,SA180221C000R3,HT04
A20041100089,A20041100089.015,122-000000-K68H,SP104-200400004,SA180221C000R3,HT04
A20041100089,A20041100089.016,122-000000-K68H,SP104-200400004,SA180221C000R3,HT04
A20041100089,A20041100089.017,122-000000-K68H,SP104-200400004,SA180221C000R3,HT04
A20041100089,A20041100089.018,122-000000-K68H,SP104-200400004,SA180221C000R3,HT04
A20041100089,A20041100089.019,122-000000-K68H,SP104-200400004,SA180221C000R3,HT04
A20041100089,A20041100089.020,122-000000-K68H,SP104-200400004,SA180221C000R3,HT04
A20041100090,A20041100090,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.001,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.002,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.003,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.004,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.005,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.006,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.007,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.008,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.009,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.010,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.011,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.012,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.013,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.014,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.015,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.016,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.017,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.018,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.019,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100090,A20041100090.020,122-000000-K68H,SP104-200400004,SA180221C000DG,HT04
A20041100091,A20041100091,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.001,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.002,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.003,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.004,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.005,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.006,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.007,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.008,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.009,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.010,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.011,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.012,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.013,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.014,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.015,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.016,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.017,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.018,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.019,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100091,A20041100091.020,122-000000-K68H,SP104-200400004,NA180103500532,HT04
A20041100092,A20041100092,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.001,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.002,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.003,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.004,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.005,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.006,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.007,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.008,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.009,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.010,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.011,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.012,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.013,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.014,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.015,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.016,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.017,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.018,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.019,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100092,A20041100092.020,122-000000-K68H,SP104-200400004,SA180221C000DD,HT04
A20041100093,A20041100093,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.001,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.002,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.003,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.004,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.005,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.006,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.007,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.008,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.009,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.010,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.011,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.012,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.013,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.014,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.015,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.016,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.017,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.018,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.019,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
A20041100093,A20041100093.020,122-000000-K68H,SP104-200400004,SA180221C000PL,HT04
